NU_SO_EC;CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;ENDEREÇO;COMPLEMENTO_ENDERECO;CIDADE;UF;CEP;DDD_01;FONE_01;FONE_02;PROPRIETARIO_01;MCC;DESCRICAO_MCC;VISITA SOLICITADA EM;address.postal_code;address.type;address.full_name;address.number;address.complement;address.reference;address.district;address.city;address.state;address.country
1035611730;10.296.177.000.211;SIMONE APARECIDA CARDOSO DE MIRA;PANIFICADORA GUERREIRA;R JOAQUIM GUTIER NAVARRO FILHO 53;JADIM BONANSA BONANCA;OSASCO;SP;6266200;11;36568943;36562426;SIMONE APARECIDA CARDOSO DE MIRA;5462;Padarias;17/06/2019 - SOFIE;6266200;;R JOAQUIM GUTIER NAVARRO FILHO 53;;JADIM BONANSA BONANCA;;;OSASCO;SP;BRASIL
1023437136;7.185.988.000.150;MARIA DE LOURDES DA SILVA MERCEA;RESTAURANTE DA VOVO;AV JOAO VENTURA DOS SANTOS 3111;JARDIM BARONESA;OSASCO;SP;6263100;11;35992853;85057370;MARIA DE LOURDES DA SILVA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6263100;;AV JOAO VENTURA DOS SANTOS 3111;;JARDIM BARONESA;;;OSASCO;SP;BRASIL
1023498801;7.954.737.000.192;LUIS FERNANDO DA SILVA STRAHLER;MERCEARIA STRAHLER;R.  FORTUNATO PULHERINI  362;JARDIM MUTINGA;OSASCO;SP;6286080;11;36876454;36876454;LUIS FERNANDO DA SILVA STRAHLER;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6286080;;R.  FORTUNATO PULHERINI  362;;JARDIM MUTINGA;;;OSASCO;SP;BRASIL
1023532350;9.137.360.000.104;SUELI A ESPINOZA ME;CANTINHO DOS DOCES;R JULIO NUNES DE REGO 188 CS 1;JARDIM MARIA PAULA;OSASCO;SP;6170230;11;35923851;0;SUELI ALMARAZ ESPINOZA;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;6170230;;R JULIO NUNES DE REGO 188 CS 1;;JARDIM MARIA PAULA;;;OSASCO;SP;BRASIL
1023797639;2.790.544.000.120;CEU PAES E DOCES LTDA ME;CEU PAES E DOCES;R JOAQUIM FELIX RIBEIRO 179;VILA YOLANDA;OSASCO;SP;6124190;11;36059281;84721849;GERALDO ANDRADE DE SOUSA;5462;Padarias;17/06/2019 - SOFIE;6124190;;R JOAQUIM FELIX RIBEIRO 179;;VILA YOLANDA;;;OSASCO;SP;BRASIL
1024103622;9.098.475.000.137;CAJ FAVORETTO DOCES E MASSAS LTD;LA BELLA;AV CRISANTEMO 167;JARDIM DAS FLORES;OSASCO;SP;6112100;11;41911179;41911179;CESAR FAVORETTO;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6112100;;AV CRISANTEMO 167;;JARDIM DAS FLORES;;;OSASCO;SP;BRASIL
1024166322;10.797.581.000.198;DEBORA DE ANDRADE SIQUEIRA LEITE;DEBORA A S LEITE ME;AV SAO JOSE 339;VILA SAO JOSE AYROSA;OSASCO;SP;6283120;11;36035128;71523716;DEBORA DE ANDRADE SIQUEIRA LEITE;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6283120;;AV SAO JOSE 339;;VILA SAO JOSE AYROSA;;;OSASCO;SP;BRASIL
1024169011;45.811.031.000.160;MERCEARIA L E P PEQUENO MUNDO DO;LANCHONETE PEQUENO MUNDO;RUA SIRANUCH VARTANIAN 148;JAGUARIBE;OSASCO;SP;6050180;11;36917181;35926227;OSNI SPANIER;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6050180;;RUA SIRANUCH VARTANIAN 148;;JAGUARIBE;;;OSASCO;SP;BRASIL
1024237254;10.729.364.000.160;SILVIO FERREIRA DOS SANTOS AVES;BARRACA DO SILVIO;RUA  JOAO TOMAS DA SILVEIRA 518;possui HELENA MARIA;OSASCO;SP;6253030;11;78832353;0;SILVIO FERREIRA DOS SANTOS;5422;Comidas Congeladas;17/06/2019 - SOFIE;6253030;;RUA  JOAO TOMAS DA SILVEIRA 518;;HELENA MARIA;;;OSASCO;SP;BRASIL
1024363829;10.849.653.000.101;EDILENE APARECIDA DA SILVA LIMA;PIZZARIA VIENA;R SAO JORGE 696;PESTANA;OSASCO;SP;6180080;11;36086960;76096562;EDILENE APARECIDA DA SILVA LIMA;5812;Restaurantes;17/06/2019 - SOFIE;6180080;;R SAO JORGE 696;;PESTANA;;;OSASCO;SP;BRASIL
1024390630;44.316.040.000.112;PANIFICADORA MARIETA LTDA;PANIFICADORA MARIETA LTDA;AV SAO JOSE 1638;AYROSA;OSASCO;SP;6283125;11;35996702;89184621;DIMAS TEIXEIRA CABRAL;5462;Padarias;17/06/2019 - SOFIE;6283125;;AV SAO JOSE 1638;;AYROSA;;;OSASCO;SP;BRASIL
1024448964;10.858.978.000.142;SILMAR COMERCIO VAREJISTA DE MASSAS;FAVI RESTAURANTE E CHO;RUA JOSE FABIANO RODRIGUES 10;LOJA 01 VILA YARA VILA YARA;OSASCO;SP;6026030;11;36851802;0;MARCIA ROBERTA MACIEL KOGA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6026030;;RUA JOSE FABIANO RODRIGUES 10;;LOJA 01 VILA YARA VILA YARA;;;OSASCO;SP;BRASIL
1024659590;10.904.975.000.106;ATP COMERCIO DE DOCES LTDA - ME;CARAMELO EXPRESS;R DONA PRIMITIVA VIANCO 967;CENTRO;OSASCO;SP;6010007;11;41529595;992173559;ADEMIR ROGERIO MARTINELLI;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6010007;;R DONA PRIMITIVA VIANCO 967;;CENTRO;;;OSASCO;SP;BRASIL
1096674162;10.904.975.000.106;ATP COM DE DOCES LTDA ME;CARAMELO EXPRESS;RUA DA PRIMITIVA VIANCO 967;CENTRO;OSASCO;SP;6010007;11;41529595;992173559;ADEMIR ROGERIO MARTINELLI;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6010007;;RUA DA PRIMITIVA VIANCO 967;;CENTRO;;;OSASCO;SP;BRASIL
1024758599;10.932.851.000.126;MICHELLE CRISTINA MARTINS DE MEL;TIO PATINHAS PIZZARIA;AVENIDA  SARAH VELOSO 1058;JARDIM VELOSO;OSASCO;SP;6150000;11;36550655;993358839;MICHELLE CRISTINA MARTINS DE MEL;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6150000;;AVENIDA  SARAH VELOSO 1058;;JARDIM VELOSO;;;OSASCO;SP;BRASIL
1024802253;10.921.800.000.107;JOSUE VICENTE BARBOSA FILHO - ME;PAO MANIA;AVENIDA ALMIRANTE NEGRO 257;Não Informado BANDEIRAS;OSASCO;SP;6160255;11;35910469;986965149;JOSUE VICENTE BARBOSA FILHO;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6160255;;AVENIDA ALMIRANTE NEGRO 257;;BANDEIRAS;;;OSASCO;SP;BRASIL
1024958180;10.426.097.000.152;BARRIGAS BAR OSASCO LTDA ME;BARRIGAS BAR;AV GENERAL PEDRO PINHO 73;KM 18PROX SUPER.RAMOS PESTANA;OSASCO;SP;6180180;11;36094077;943432711;EDUARDO DANILO SILVA SOUZA;5813;Bares / Discotecas / Casas Noturnas;17/06/2019 - SOFIE;6180180;;AV GENERAL PEDRO PINHO 73;;PESTANA;PROX SUPER. RAMOS;;OSASCO;SP;BRASIL
1025025315;10.999.835.000.150;MARIA DE L CAMARGO ACOUGUE ME;CASA DE CARNES EDNA;AV JAGUARIBE 233;JARDIM JAGUARIBE;OSASCO;SP;6050020;11;35925340;72664778;MARIA DE LOURDES CAMARGO;5422;Comidas Congeladas;17/06/2019 - SOFIE;6050020;;AV JAGUARIBE 233;;JARDIM JAGUARIBE;;;OSASCO;SP;BRASIL
1025042317;11.020.751.000.196;PADARIA E CONF NOVA SAO JOSE LTD;PADARIA NOVA SAO JOSE;AV SAO JOSE 389;VILA SAO JOSE AYROSA;OSASCO;SP;6283120;11;36569027;78936289;ELIANE APARECIDA DE MOURA;5462;Padarias;17/06/2019 - SOFIE;6283120;;AV SAO JOSE 389;;VILA SAO JOSE AYROSA;;;OSASCO;SP;BRASIL
1025226353;7.203.352.000.193;CICERA MARIA LIMA MISSIAS ME;MERCADINHO LIMA;R DR FRANCISCO EUG DO AMARAL 15;PORTAL D OESTE 1;OSASCO;SP;6263140;11;43263337;36021946;CICERA MARIA LIMA MISSIAS;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;6263140;;R DR FRANCISCO EUG DO AMARAL 15;;PORTAL D OESTE 1;;;OSASCO;SP;BRASIL
1034258076;8.495.291.000.229;BAFF S COMERCIO DE PRODUTOS ALIM;RYCO;R ANTONIO AGU 300;DA CLORIA CENTRO;OSASCO;SP;6093000;11;37896667;96540269;NELSON APARECIDO DE CAMARGO;5814;Lanchonete;17/06/2019 - SOFIE;6093000;;R ANTONIO AGU 300;;DA CLORIA CENTRO;;;OSASCO;SP;BRASIL
1026027834;11.159.915.000.160;MAURICIO T. MAKIYAMA - ME;SHOWCOLATE;AV DOS AUTONOMISTAS 1768;LJ D 7 CENTRO VILA YARA;OSASCO;SP;6020010;15;77505199;32484436;MAURICIO TAKEMI MAKIYAMA;5814;Lanchonete;17/06/2019 - SOFIE;6020010;;AV DOS AUTONOMISTAS 1768;;LJ D7 CENTRO VILA YARA;;;OSASCO;SP;BRASIL
1028281878;11.159.915.000.241;MAURICIO T. MAKIYAMA - ME;SHOWCOLATE;AV DOS AUTONOMISTAS 1400;KIOSQUE Q31 CENTRO VILA YARA;OSASCO;SP;6020010;11;77505199;36999480;MAURICIO TAKEMI MAKIYAMA;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;6020010;;AV DOS AUTONOMISTAS 1400;;KIOSQUE Q31 CENTRO VILA YARA;;;OSASCO;SP;BRASIL
1047448030;11.159.915.000.322;MAURICIO T. MAKIYAMA - ME;MAURICIO T MAKIYAMAME;AV DOS AUTONOMISTAS 1400;(QUIOSQUE 64) VILA YARA;OSASCO;SP;6020010;11;982616872;31845055;MAURICIO TAKEMI MAKIYAMA;5814;Lanchonete;17/06/2019 - SOFIE;6020010;;AV DOS AUTONOMISTAS 1400;;QUIOSQUE 64 VILA YARA;;;OSASCO;SP;BRASIL
1026039239;1.179.966.000.109;MERCEARIA SAO FELIPE OSASCO LTDA;MERC SAO FELIPE;AV BENEDITO ALVES TURIBIO 1950;JARDIM TURIBIO PADROEIRA;OSASCO;SP;6160004;11;982896012;0;FRANCISCA M DE SOUZA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6160004;;AV BENEDITO ALVES TURIBIO 1950;;JARDIM TURIBIO PADROEIRA;;;OSASCO;SP;BRASIL
1026117027;11.176.640.000.173;JAQUELINE BEZERRA BASTOS - ME;SORVETERIA PINGUIN;R ANTONIO RUSSO 166;J ROBERTO JARDIM ROBERTO;OSASCO;SP;6170000;11;36550441;963723995;JAQUELINE BEZERRA BASTOS;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;6170000;;R ANTONIO RUSSO 166;;J ROBERTO JARDIM ROBERTO;;;OSASCO;SP;BRASIL
1026183356;11.062.362.000.123;VALDEIR XAVIER DE MOURA;MERCADO VIDA;R COLINA DO OESTE 246;PORTAL DOESTE PORTAL D OESTE;OSASCO;SP;6264000;11;35996130;947547741;VALDEIR XAVIER DE MOURA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6264000;;R COLINA DO OESTE 246;;PORTAL DOESTE PORTAL D OESTE;;;OSASCO;SP;BRASIL
1026253850;10.845.996.000.190;PATRICIA HELOISA FERREIRA ARAUJO;MERCADINHO ALICE;R PASTOR CICERO CANUTO DE LIMA 221;CIPAVA II BANDEIRAS;OSASCO;SP;6160160;11;25768030;0;PATRICIA HELOISA FERREIRA ARAUJO;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6160160;;R PASTOR CICERO CANUTO DE LIMA 221;;CIPAVA II BANDEIRAS;;;OSASCO;SP;BRASIL
1026335792;11.093.147.000.190;MERCADINHO LAURENTINO LTDA;MERC LAURENTINO;R MANAUS 243;LT 30 QD 89 E ROCHDALE;OSASCO;SP;6226030;11;35996807;0;JORGE FERNANDO LAURENTINO;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6226030;;R MANAUS 243;;LT 30 QD 89E ROCHDALE;;;OSASCO;SP;BRASIL
1026363044;11.232.852.000.120;REGINA AUGUSTA BARDELLA ACOUGU;REGINA BARDELA ACOUGUE;R PRESIDENTE COSTA E SILVA 138;HELENA MARIA;OSASCO;SP;6253000;11;36968419;0;REGINA AUGUSTA BARDELLA;5422;Comidas Congeladas;17/06/2019 - SOFIE;6253000;;R PRESIDENTE COSTA E SILVA 138;;HELENA MARIA;;;OSASCO;SP;BRASIL
1026696779;45.423.340.000.163;PADARIA E CONFEITARIA PAO DE CRE;PADARIA PAO DE CREME;AV FLORA 1039;VILA JAGUARIBE;OSASCO;SP;6053040;11;36925098;987879696;CLAUDIO DIAS;5462;Padarias;17/06/2019 - SOFIE;6053040;;AV FLORA 1039;;VILA JAGUARIBE;;;OSASCO;SP;BRASIL
1026701438;11.319.129.000.183;CASULO DISTRIBUIDORA D LTDA;CASULO;R JOAO COLLINO 321;CENTRO;OSASCO;SP;6013020;11;36854200;999468993;ELIAS ZIGOMAR DE PAULA;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;6013020;;R JOAO COLLINO 321;;CENTRO;;;OSASCO;SP;BRASIL
1098977103;11.319.129.000.183;CASULO DISTRIB DE DOCES LTDA ME;CASULO;RUA JOAO COLLINO  N 321;CENTRO;OSASCO;SP;6013020;11;36854200;999468993;ELIAS ZIGOMAR DE PAULA;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;6013020;;R JOAO COLLINO 321;;CENTRO;;;OSASCO;SP;BRASIL
1026726767;9.384.970.000.102;ARLINDO SERAFIM DA ROCHA ME;GRANJA E ACOUGUE MARA;RUA  ANTONIO RUSSO 201;Esq de frente fabrica de roupa JARDIM ROBERTO;OSASCO;SP;6170000;11;36084149;36913336;ARLINDO SERAFIM DA ROCHA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6170000;;RUA  ANTONIO RUSSO 201;;JARDIM ROBERTO;EM FRENTE À FÁBRICA DE ROUPAS;;OSASCO;SP;BRASIL
1026880316;11.387.330.000.106;JOILSON CAVALCANTE DA SILVA P. -;RAINHA DO BEL;R ROQUE JOSE MENDES SOBRINHO 128;BEL JARDIM JARDIM ELVIRA;OSASCO;SP;6243200;11;35995818;0;JOILSON CAVALCANTI DA SILVA;5462;Padarias;17/06/2019 - SOFIE;6243200;;R ROQUE JOSE MENDES SOBRINHO 128;;BEL JARDIM JARDIM ELVIRA;;;OSASCO;SP;BRASIL
1026964919;5.188.000.160;CENTER PIVA PAES E DOCES LTDA;CENTER PIVA;R DIOGO ANTONIO FEIJO 23;JD QUITAUNA KM 18;OSASCO;SP;6114020;11;36829279;36994920;ANTENOR PIVA;5462;Padarias;17/06/2019 - SOFIE;6114020;;R DIOGO ANTONIO FEIJO 23;;JD QUITAUNA KM 18;;;OSASCO;SP;BRASIL
1027049319;9.148.758.000.146;JMJ CONVENIENCIA LTDA ME;JMJ CONVENIENCIA;R. TRAS OS MONTES 14;SANTO ANTONIO;OSASCO;SP;6126090;11;998724025;35927090;JULIANA KELLY FREIRES DE MOURA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6126090;;R. TRAS OS MONTES 14;;SANTO ANTONIO;;;OSASCO;SP;BRASIL
1027115370;11.431.864.000.184;CASA DO NORTE E MERCEARIA DUDA L;CASA DO NORTE JOAO DO BODE;AV PRESIDENTE MEDICI 2149;JARDIM MUTINGA VILA MENK;OSASCO;SP;6273000;11;35992512;971817322;ANA MARIA DUDA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6273000;;AV PRESIDENTE MEDICI 2149;;JARDIM MUTINGA VILA MENK;;;OSASCO;SP;BRASIL
1027138451;67.629.386.000.176;Q NUTRI REFEICOES LTDA ME;Q NUTRI REFEICOES;AV MARIA CAMPOS,706;CENTRO;OSASCO;SP;6010068;110;36814025;36814025;SONIA GUILHERMINA DOS SANTOS;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6010065;;AV MARIA CAMPOS,706;;CENTRO;;;OSASCO;SP;BRASIL
1086650910;11.467.185.000.327;ANTONIO DINIZ DE HOLANDA ME;ANTONIO DINIZ DE HOLANDA ME;AVENIDA DOS AUTONOMISTAS 1400;VILA YARA;OSASCO;SP;6020012;11;36542657;0;ANTONIO DINIZ DE HOLANDA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6020012;;AVENIDA DOS AUTONOMISTAS 1400;;VILA YARA;;;OSASCO;SP;BRASIL
1027285845;11.553.221.000.103;L. H. TSUCHIDA DOCERIA;L. H. TSUCHIDA DOCERIA - ME;R AURORA SOARES BARBOSA 533;VILA CAMPESINA;OSASCO;SP;6023010;11;39899056;989944951;LUCIANA HARUMI TSUCHIDA;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;6023010;;R AURORA SOARES BARBOSA 533;;VILA CAMPESINA;;;OSASCO;SP;BRASIL
1027365504;4.726.534.000.150;ANDREIA DE ALMEIDA RUBACK - ME;PADARIA SIMOES;R NELSON VIEIRA LIMA 125;CHACARA FAZENDINHA METALURGICOS;OSASCO;SP;6150665;11;36913335;74135396;ANDREIA ALMEIDA RUBOCK;5462;Padarias;17/06/2019 - SOFIE;6150665;;R NELSON VIEIRA LIMA 125;;CHACARA FAZENDINHA METALURGICOS;;;OSASCO;SP;BRASIL
1027579938;11.717.215.000.144;ISAAC MONTEIRO 30142329800;ISAAC MONTEIRO;R TETSUYU TACHIBANA 48;JARDIM ELVIRA;OSASCO;SP;6243290;11;36033319;77883471;ISAAC MONTEIRO;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6243290;;R TETSUYU TACHIBANA 48;;JARDIM ELVIRA;;;OSASCO;SP;BRASIL
1027632740;11.258.916.000.162;ANTONIO VALDIR SANTANA ME;ANTONIO VALDIR SANTANA;R ANTONIO PERES PANIAGUA 535;BL:I APT:4 SAO PEDRO;OSASCO;SP;6186100;11;947257803;0;ANTONIO VALDIR SANTANA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6186100;;R ANTONIO PERES PANIAGUA 535;;BL:I APT:4 SAO PEDRO;;;OSASCO;SP;BRASIL
1027794421;38.974.499.000.100;CONGELADOS TIE LTDA ME;CONGELADOS TIE LTDA;AV HILDEBRANDO DE LIMA 598;VILA QUITAUNA KM 18;OSASCO;SP;6190160;11;941342839;36828500;TIE HIRATSUKA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6190160;;AV HILDEBRANDO DE LIMA 598;;VILA QUITAUNA KM 18;;;OSASCO;SP;BRASIL
1027815089;11.665.803.000.181;RENATA CHAGAS MINIMERCADO -;COMPRE CERTO;R PADRE VIEIRA 9;JD PIRATININGA;OSASCO;SP;6230080;11;85277371;36965741;RENATA CHAGAS;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6230080;;R PADRE VIEIRA 9;;JD PIRATININGA;;;OSASCO;SP;BRASIL
1028069143;11.900.256.000.171;NADIR PEREIRA DA SILVA 052850288;NADIR PEREIRA DA SILVA;JOAQUIM FELIX RIBEIRO 364;VILA IOLANDA;OSASCO;SP;6124190;11;36056930;34235875;NADIR PEREIRA DA SILVA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6124190;;JOAQUIM FELIX RIBEIRO 364;;VILA IOLANDA;;;OSASCO;SP;BRASIL
1028414681;12.074.048.000.123;TIO PATINHAS LAVA RAPIDO E COMER;TIO PATINHAS LAVA RAPIDO;R HENRY FORD 660;PRESIDENTE ALTINO;OSASCO;SP;6210108;11;78693171;0;HEITOR DONIZETE PALERMO FERREIRA;7542;Lava Rápido;17/06/2019 - SOFIE;6210108;;R HENRY FORD 660;;PRESIDENTE ALTINO;;;OSASCO;SP;BRASIL
1028493891;11.925.415.000.192;VANDERLEIA R O 21875029885;VANDERLEIA R O;AV SANTIAGO RODILHA 843;VELOSO;OSASCO;SP;6154000;11;953894170;952849094;VANDERLEIA R DE O SANTOS;5814;Lanchonete;17/06/2019 - SOFIE;6154000;;AV SANTIAGO RODILHA 843;;VELOSO;;;OSASCO;SP;BRASIL
1028506756;10.403.781.000.119;GENIVAL ALVES DA SILVA PASTELA;GENIVAL PASTELARIA;AV O TRABUCO RADIO JORNAL 300;B VILA MENK;OSASCO;SP;6273060;11;36597906;979915877;GENIVAL ALVES DA SILVA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6273060;;AV O TRABUCO RADIO JORNAL 300;;B VILA MENK;;;OSASCO;SP;BRASIL
1028628258;12.121.965.000.111;REGINA - COMERCIO DE ALIMENTOS L;REGINA PIZZA;R NARCISO STURLINI 732;VILA DUSSOCABA CENTRO;OSASCO;SP;6018095;11;41541801;985671987;TONY KIYOSHI OGATA;5814;Lanchonete;17/06/2019 - SOFIE;6018095;;R NARCISO STURLINI 732;;VILA DUSSOCABA CENTRO;;;OSASCO;SP;BRASIL
1028651314;12.195.993.000.183;RENATA VERONEZZI GARCIA;VILLA CARNES;R SAO MATEUS 108;JARDIM PIRATININGA I A P I;OSASCO;SP;6233300;11;43766210;0;RENATA VERONEZZI GARCIA;5422;Comidas Congeladas;17/06/2019 - SOFIE;6233300;;R SAO MATEUS 108;;JARDIM PIRATININGA I A P I;;;OSASCO;SP;BRASIL
1028767835;9.294.289.000.173;MDJ COMERCIAL LTDA ME;PAES E DOCES DO DIA;AV MAESTRO ALFREDO BELARDI 126;LOFREDO PADROEIRA;OSASCO;SP;6162320;11;35928999;962191482;JOSILVALDO PEDRO DA SILVA BARBOS;5462;Padarias;17/06/2019 - SOFIE;6162320;;AV MAESTRO ALFREDO BELARDI 126;;LOFREDO PADROEIRA;;;OSASCO;SP;BRASIL
1029133198;11.998.319.000.174;EVELY TOMCEAC 28498140838;PIZZA E CIA KI DELICIA;R PICA PAU ASSENTAMENTO SOCIA 93;ALIANCA;OSASCO;SP;6236715;11;34817705;28797494;EVELY TOMCEAC;5811;Fornecedores de Alimentos ou Matimentos;17/06/2019 - SOFIE;6236715;;R PICA PAU ASSENTAMENTO SOCIA 93;;ALIANCA;;;OSASCO;SP;BRASIL
1029147601;3.483.801.000.143;SUPERMERCADO E PADARIA EFRAIM LT;SUPERMERCADO EFRAIM;AV MARECHAL JOAO BATISTA MASCAR;1827 JD SIRINO;OSASCO;SP;6283120;11;36075997;947361842;JEFFREY BARBOSA PINTO;5462;Padarias;17/06/2019 - SOFIE;6283120;;AV MARECHAL JOAO BATISTA MASCAR;;1827 JD SIRINO;;;OSASCO;SP;BRASIL
1029206993;12.411.529.000.187;ALPRI COMERCIO DE ALIMENTOS LTDA;ALPRI COMERCIO DE ALIMENTOS LTDA;R TENENTE AVELAR PIRES DE AZEVEDO 81;QSQ 1233K CENTRO;OSASCO;SP;6016060;11;80840423;36811632;ALESSANDRO RAFAEL CORREA;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;6016060;;R TENENTE AVELAR PIRES DE AZEVEDO 81;;CENTRO;;;OSASCO;SP;BRASIL
1029280239;12.543.483.000.150;ANDREZA SUZI SOUZA FELIX;MERCADINHO FELIX;AV CARLOS DRUMOND DE ANDRADE;145 SANTA MARIA;OSASCO;SP;6149240;11;35927307;77689575;ANDREZA SUZI SOUZA DE ARAUJO;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6149240;;AV CARLOS DRUMOND DE ANDRADE;;145 SANTA MARIA;;;OSASCO;SP;BRASIL
1029340614;12.538.611.000.177;ROBEIRO DUARTE ALVES - ME;PADARIA DO ALIANCA;R TUCANO 194;ASSENTAMENTO SOCIAL AREAJ ALIANCA;OSASCO;SP;6236715;11;36034956;985067038;ROBEIRO DUARTE ALVES;5462;Padarias;17/06/2019 - SOFIE;6236715;;R TUCANO 194;;ASSENTAMENTO SOCIAL AREAJ ALIANCA;;;OSASCO;SP;BRASIL
1029377038;74.681.529.000.154;PAES E DOCES DABRIL LTDA ME;PAES E DOCES DABRIL;R VITANTONIO D ABRIL 205;VILA MENK;OSASCO;SP;6288180;11;36963281;968359744;WALTER DOS SANTOS;5462;Padarias;17/06/2019 - SOFIE;6288180;;R VITANTONIO D ABRIL 205;;VILA MENK;;;OSASCO;SP;BRASIL
1029801001;21.239.093.000.181;JILDECI BATISTA BONFIM;JILDECI BATISTA BONFIM;R ITAPERUNA 455;A JD PADRUEIRA PADROEIRA;OSASCO;SP;6162250;11;43760302;961401213;JIDECI BATISTA BONFIM;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6162250;;R ITAPERUNA 455;;A JD PADRUEIRA PADROEIRA;;;OSASCO;SP;BRASIL
1029931760;12.596.464.000.191;EDNEIA REGINA MARTINS EPP;CASA DE CARNES FABOSSE;AV HILDEBRANDO DE LIMA 752;(QUITAUNA) KM 18;OSASCO;SP;6190160;11;35919154;996263992;EDNEIA REGINA MARTINS;5422;Comidas Congeladas;17/06/2019 - SOFIE;6190160;;AV HILDEBRANDO DE LIMA 752;;KM 18;;;OSASCO;SP;BRASIL
1078791764;12.596.464.000.191;EDNEIA REGINA MARTINS EPP;CASA DE CARNES FABOSSE;AVENIDA HILDEBRANDO DE LIMA 752;KM 18 (QUITAUNA);OSASCO;SP;6190160;11;35919154;996263992;EDNEIA REGINA MARTINS;5422;Comidas Congeladas;17/06/2019 - SOFIE;6190160;;AVENIDA HILDEBRANDO DE LIMA 752;;KM 18;;;OSASCO;SP;BRASIL
1030657820;13.084.816.000.192;TARENTO PIZZARIA LTDA   ME;PIZZARIA TARENTO;R JUAN VICENTE 482;JD JOELMA BANDEIRAS;OSASCO;SP;6160180;11;35910133;0;CLAYTON CESAR DOS SANTOS;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6160180;;R JUAN VICENTE 482;;JD JOELMA BANDEIRAS;;;OSASCO;SP;BRASIL
1030725192;2.111.112.000.145;MARCIA LUIZA CEZARO ROTISSERIE -;ML CEZARO ROTISSERIE;AV JAGUARIBE 445;JARDIM JAGUARIBE;OSASCO;SP;6050020;11;35921793;81127764;MARCIA LUIZA CEZARO;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6050020;;AV JAGUARIBE 445;;JARDIM JAGUARIBE;;;OSASCO;SP;BRASIL
1030725290;13.120.348.000.164;ALPHA SPR COMERCIO DE ALIMENTOS;ALPHA SPR COMECIO DE ALIMENTOS;R DONA PRIMITIVA VIANCO 100;LJ 17 VILA YARA CENTRO;OSASCO;SP;6016900;11;980840423;0;ALESSANDRO RAFAEL CORREA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6016900;;R DONA PRIMITIVA VIANCO 100;;LJ 17 VILA YARA CENTRO;;;OSASCO;SP;BRASIL
1030740000;12.640.479.000.100;HEDRO COMERCIO DE PRODUTOS ALIME;HEDRO COM PROD ALIMENT;AV DOS AUTONOMISTAS 500 LJ 02;TOP SHOP;OSASCO;SP;6020012;11;36850541;78284986;MARLO RENATO MONTEIRO;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6020012;;AV DOS AUTONOMISTAS 500 LJ 02;;TOP SHOP;;;OSASCO;SP;BRASIL
