NU_SO_EC;CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;ENDEREÇO;COMPLEMENTO_ENDERECO;CIDADE;UF;CEP;DDD_01;FONE_01;FONE_02;PROPRIETARIO_01;MCC;DESCRICAO_MCC;VISITA SOLICITADA EM;address.postal_code;address.type;address.full_name;address.number;address.complement;address.reference;address.district;address.city;address.state;address.country
1005432390;62.465.331.000.154;PAES E DOCES JARDIM EUROPA LTDA;PAES E DOCES JD EUROPA;R DOUTOR MARIO FERRAZ 43;JARDIM EUROPA;SAO PAULO;SP;1453010;11;30322570;30325472;ISABELA SANTIAGO MAIA;5462;Padarias;17/06/2019 - SOFIE;1453010;;R DOUTOR MARIO FERRAZ 43;;JARDIM EUROPA;;;SAO PAULO;SP;BRASIL
1005433620;52.693.330.000.103;CASA DE CARNES MARGOPES LTDA;CASA DE CARNES MARGOPES;AV DAS COLMEIAS 388;JARDIM UMARIZAL;SAO PAULO;SP;5756350;11;58452317;99421323;ISABEL BRAVO GOUVEIA LOPES;5422;Comidas Congeladas;17/06/2019 - SOFIE;5756350;;AV DAS COLMEIAS 388;;JARDIM UMARIZAL;;;SAO PAULO;SP;BRASIL
1005443740;60.562.709.000.102;PANIFICADORA TRES IRMAOS LTDA;PANIFICADORA TRES IRMA;R GALILEU MENON 18;ARTUR ALVIM;SAO PAULO;SP;3567010;11;23068419;0;EDISON HIDEKO OSHIRO;5462;Padarias;17/06/2019 - SOFIE;3567010;;R GALILEU MENON 18;;ARTUR ALVIM;;;SAO PAULO;SP;BRASIL
1005454067;54.599.519.000.167;CASA DE CARNES MASCARENHAS LTDA;CASA CARNES MASCARENHA;R SARGENTO EDGARD LOURENCO PINTO;N 127 MACARENHAS DE MORAIS CJ HAB MAL MASCARENHAS;SAO PAULO;SP;3977180;11;20157070;976765278;MARIA ROSA RESENDE GOMES;5422;Comidas Congeladas;17/06/2019 - SOFIE;3977180;;R SARGENTO EDGARD LOURENCO PINTO;;N 127 MACARENHAS DE MORAIS CJ HAB MAL MASCARENHAS;;;SAO PAULO;SP;BRASIL
1005458259;38.967.956.000.130;COMERCIAL LATICINIOS MOINHO LTDA;COMERCIAL LATICINIOS MOINHO;R DOUTOR HEITOR NASCIMENTO 307;NS DO O NOSSA SENHORA DO O;SAO PAULO;SP;2927130;11;78952120;39760149;EDGAR DE ABREU GOMES;5451;Laticínios;17/06/2019 - SOFIE;2927130;;R DOUTOR HEITOR NASCIMENTO 307;;NS DO O NOSSA SENHORA DO O;;;SAO PAULO;SP;BRASIL
1005466847;60.280.187.000.156;AIRTON VENTURA FRUTARIA ME;FRUTARIA COLLINAS;AV.CANDIDO MOTTA FILHO 572;CIDADE SAO FRANCISCO;SAO PAULO;SP;5351000;11;37144363;969833085;AIRTON VENTURA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;5351000;;AV.CANDIDO MOTTA FILHO 572;;CIDADE SAO FRANCISCO;;;SAO PAULO;SP;BRASIL
1005468122;60.399.250.000.178;PADARIA E CONFEITARIA FLUMINENSE;PAD.E CONF.FLUMINENSE;R ALMEIDA TORRES 331;ACLIMACAO;SAO PAULO;SP;1530010;11;32080241;0;ANTONIO CARLOS PEREIRA DA SILVA;5462;Padarias;17/06/2019 - SOFIE;1530010;;R ALMEIDA TORRES 331;;ACLIMACAO;;;SAO PAULO;SP;BRASIL
1005505150;67.255.315.000.150;M&A DOCES E CONFEITOS LTDA ME;FESTIM;R CARAMURU 763;LJ 1 SAUDE;SAO PAULO;SP;4138002;11;55840534;961876352;GIULIANNO AKIRA YAMADA SHIKANO;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;4138002;;R CARAMURU 763;;LJ 1 SAUDE;;;SAO PAULO;SP;BRASIL
1005514469;1.571.754.000.164;G G MITO DISTR PROD ALIMENT LTDA;G G MITO;R MARTIM FRANCISCO 313;STA CECILIA SANTA CECILIA;SAO PAULO;SP;1226001;11;36667741;36633299;MARCELO MARCOS NOGUEIRA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;1226001;;R MARTIM FRANCISCO 313;;STA CECILIA SANTA CECILIA;;;SAO PAULO;SP;BRASIL
1005522763;2.448.808.000.161;FRANCISCO GOMES DE PAULA ME;AVICOLA FLOR DA VILA M;R PARACURU 4;VL MINERVA VILA MINERVA;SAO PAULO;SP;8440301;11;27720442;65534356;FRANCISCO GOMES DE PAULA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;8440301;;R PARACURU 4;;VL MINERVA VILA MINERVA;;;SAO PAULO;SP;BRASIL
1005525215;96.579.842.000.119;PAES E DOCES CAMILA LTDA;PAES E DOCES CAMILA;R SCHILLING 533;VL LEOPOLDINA VILA LEOPOLDINA;SAO PAULO;SP;5302001;11;38391100;99756472;ARLINDO MOREIRA DA ROCHA;5462;Padarias;17/06/2019 - SOFIE;5302001;;R SCHILLING 533;;VL LEOPOLDINA VILA LEOPOLDINA;;;SAO PAULO;SP;BRASIL
1005540397;74.566.233.000.192;CASA DE CARNES DE LAVOLPI LTDA;ATACADAO DA CARNE;AVENIDA PEREIRA VERGUEIRO 621;VILA NHOCUNE;SAO PAULO;SP;3563000;11;24556562;124556562;ELIANA AMACIO DE SOUZA;5422;Comidas Congeladas;17/06/2019 - SOFIE;3563000;;AVENIDA PEREIRA VERGUEIRO 621;;VILA NHOCUNE;;;SAO PAULO;SP;BRASIL
1005548100;55.809.214.000.103;COLMEIAS PAES E DOCES LTDA;COLMEIAS PAES E DOCES;RUA  ANTONIO DE PADUA DIAS 650;PERUS;SAO PAULO;SP;5202070;11;58452049;984003134;MARLENE FONSECA;5462;Padarias;17/06/2019 - SOFIE;5202070;;RUA  ANTONIO DE PADUA DIAS 650;;PERUS;;;SAO PAULO;SP;BRASIL
1005563761;69.153.005.000.150;CENTER C BOIZAO PARANAGUA LT ME;CENTER CARNES BOIZAO;AV PARANAGUA 1012;ERMELINO MATARAZZO;SAO PAULO;SP;3806000;11;25466642;984000667;JOSE SEVERINO MIGUEL;5422;Comidas Congeladas;17/06/2019 - SOFIE;3806000;;AV PARANAGUA 1012;;ERMELINO MATARAZZO;;;SAO PAULO;SP;BRASIL
1005583347;1.611.678.000.173;MARIA INES KINUKO H KAWASAKA ME;MARINES ROTISSERIE;R CARNEIRO DA CUNHA 215;DJ DA SAUDE VILA DA SAUDE;SAO PAULO;SP;4144000;11;55891471;55813762;MARIA INES KINUKO HONDA KAWASAKA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;4144000;;R CARNEIRO DA CUNHA 215;;DJ DA SAUDE VILA DA SAUDE;;;SAO PAULO;SP;BRASIL
1005584963;59.528.299.000.102;ADEMAR MARINHO SILVA FEIRANTE ME;SUPERMERCADO MARINHO;R VITORIA REGIA 17;CJ HAB TURISTICA  JARAGUA;SAO PAULO;SP;5164130;11;39015399;39023953;ADEMAR MARINHO DA SILVA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;5164130;;R VITORIA REGIA 17;;CJ HAB TURISTICA  JARAGUA;;;SAO PAULO;SP;BRASIL
1005599120;56.679.251.000.107;COMERCIO DE CARNES M S CASTRO AL;COMERCIO DE CARNES M S CASTRO AL;R SARA KUBITSCHECK 342;GUAIANAZES CJ HAB CASTRO ALVES;SAO PAULO;SP;8474000;11;43240371;43240371;PAULO SERGIO TEIXEIRA;5422;Comidas Congeladas;17/06/2019 - SOFIE;8474000;;R SARA KUBITSCHECK 342;;GUAIANAZES CJ HAB CASTRO ALVES;;;SAO PAULO;SP;BRASIL
1005601612;3.463.503.000.191;DOCERIA CHUVA DE CRISTAL LTDA ME;DOCERIA CHUVA DE CRIST;R PEDRO FILIER 4;PRQ ARTUR ALVIM PARQUE ARTUR ALVIM;SAO PAULO;SP;3568080;11;27465375;27433825;EMERSON LEANDRO DE FARIA;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;3568080;;R PEDRO FILIER 4;;PRQ ARTUR ALVIM PARQUE ARTUR ALVIM;;;SAO PAULO;SP;BRASIL
1051130643;3.313.824.000.290;SANTINIQUE QUITANDA E ROTISSERIA;SANTINIQUE QUITANDA E ROTISSERIA;AV CARLOS LACERDA 1623;PIRAJUSSARA;SAO PAULO;SP;5789001;11;47106319;47862473;GILBERTO DIAS DO VALE;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;5789001;;AV CARLOS LACERDA 1623;;PIRAJUSSARA;;;SAO PAULO;SP;BRASIL
1005612185;51.609.535.000.103;SUPERETE GENEROS ALIMENTICIOS LT;SUPERMERCADO SUPERETE;PC PROFESSOR EDUARDO DA COSTA MANSO 34;38 JD CLIMAX JARDIM CLIMAX;SAO PAULO;SP;4177360;11;23358180;23345273;JOSE MORENO NETO;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;4177360;;PC PROFESSOR EDUARDO DA COSTA MANSO 34;;38 JD CLIMAX JARDIM CLIMAX;;;SAO PAULO;SP;BRASIL
1005627050;51.655.298.000.109;PAES E DOCES CANARIO LTDA;DENGOSA;R CANARIO 669;MOEMA;SAO PAULO;SP;4521003;11;50520059;50528095;LUIS MELO NUNES;5462;Padarias;17/06/2019 - SOFIE;4521003;;R CANARIO 669;;MOEMA;;;SAO PAULO;SP;BRASIL
1005638273;2.414.782.000.130;C CARNES BOI SOB DE MINAS LTDA M;BOI SOBERANO DE MINAS;R ITINGUCU 771;VILA RE;SAO PAULO;SP;3658010;11;29583285;0;ITALO LUCCIO SOCCI;5422;Comidas Congeladas;17/06/2019 - SOFIE;3658010;;R ITINGUCU 771;;VILA RE;;;SAO PAULO;SP;BRASIL
1005644982;3.592.543.000.133;O MELHOR COMERC DE ALIMENT LT EP;SUPERMERCADO O MELHOR;R ANHAIA 748;BOM RETIRO;SAO PAULO;SP;1130000;11;31064856;33615029;IONE CARDOSO BETHIEL;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;1130000;;R ANHAIA 748;;BOM RETIRO;;;SAO PAULO;SP;BRASIL
1005645105;4.118.511.000.163;ORQUIDEA MAXIMA PAES E DOCES EIRELI;ORQUIDEA MAXIMA PAES;R VIGARIO ALBERNAZ 500;VILA GUMERCINDO;SAO PAULO;SP;4134021;11;50681495;50630386;LUIZ MELO NUNES;5462;Padarias;17/06/2019 - SOFIE;4134021;;R VIGARIO ALBERNAZ 500;;VILA GUMERCINDO;;;SAO PAULO;SP;BRASIL
1005645130;50.616.366.000.168;FIORELLA PAES DOCES LTDA;FIORELLA PAES DOCES;R SANTA CRUZ 2164;VLGUMERCINDO VILA MARIANA;SAO PAULO;SP;4122002;11;50614368;50612347;ALFREDO RODRIGUES GATO;5462;Padarias;17/06/2019 - SOFIE;4122002;;R SANTA CRUZ 2164;;VLGUMERCINDO VILA MARIANA;;;SAO PAULO;SP;BRASIL
1005651288;494.787.000.195;CASA DE CARNES COM LTDA;CASA DE CARNES GMS;R PEDRO CRISTI 89;BOX 57 PINHEIROS;SAO PAULO;SP;5421040;11;30323629;38159060;GERMANO DE ALMEIDA;5422;Comidas Congeladas;17/06/2019 - SOFIE;5421040;;R PEDRO CRISTI 89;;BOX 57 PINHEIROS;;;SAO PAULO;SP;BRASIL
1005651296;1.395.012.000.125;CASA DE CARNES P J J LTDA ME;CASA DE CARNES P J J;R PEDRO CRISTI 89;BOX 7172 PINHEIROS;SAO PAULO;SP;5421040;11;30329752;30318119;HELIO DONIZETE DE OLIVEIRA;5422;Comidas Congeladas;17/06/2019 - SOFIE;5421040;;R PEDRO CRISTI 89;;BOX 71,72 PINHEIROS;;;SAO PAULO;SP;BRASIL
1005655062;71.782.858.000.101;CENTER SIMONE CARNES LTDA ME;CENTER CARNES SIMONE;R JOAO DA CRUZ E SOUSA 318;ZONA SUL JARDIM DAS ROSAS;SAO PAULO;SP;5893000;11;58210167;947109378;DORACY BERNARDO DE ARAUJO;5422;Comidas Congeladas;17/06/2019 - SOFIE;5893000;;R JOAO DA CRUZ E SOUSA 318;;ZONA SUL JARDIM DAS ROSAS;;;SAO PAULO;SP;BRASIL
1005686820;4.009.747.000.161;SUN COMERCIO DE PESCADOS LTDA;SUN COM DE PESCADOS;R HERBART 47;BOX 110 LAPA;SAO PAULO;SP;5072902;11;36452241;96511981;JIANG CHUN HWA SUN;5422;Comidas Congeladas;17/06/2019 - SOFIE;5072902;;R HERBART 47;;BOX 110 LAPA;;;SAO PAULO;SP;BRASIL
1005699663;766.484.000.184;CASA CARNES ROTISSERIE VITAL ME;CASA DE CARNES VITAL;RUA RUBENS FRAGA DE TOLEDO ARRUDA 157;engenheiro goulart ENGENHEIRO GOULART;SAO PAULO;SP;3726000;11;26234898;25613421;MARCOS LUIZ CARDOSO DESIDERIO;5422;Comidas Congeladas;17/06/2019 - SOFIE;3726000;;RUA RUBENS FRAGA DE TOLEDO ARRUDA 157;;engenheiro goulart ENGENHEIRO GOULART;;;SAO PAULO;SP;BRASIL
1005704357;45.623.006.000.153;CENTER CARNES E LANCH SOUZA LT M;CASA DE CARNES DEBORAH;R LAUDELINO VIEIRA DE CAMPOS 78;JD FELICIDADE PIRITUBA JARDIM FELICIDADE;SAO PAULO;SP;5143020;11;38318835;988310088;SEBASTIAO PEREIRA DE SOUZA FILHO;5422;Comidas Congeladas;17/06/2019 - SOFIE;5143020;;R LAUDELINO VIEIRA DE CAMPOS 78;;JD FELICIDADE PIRITUBA JARDIM FELICIDADE;;;SAO PAULO;SP;BRASIL
1079163937;45.623.006.000.153;CENTER CARNES E LANCH SOUZA LT M;CASA DE CARNES DEBORAH;R LAUDELINO VIEIRA DE CAMPOS 78;JD FELICIDADE ZONA OESTE;SAO PAULO;SP;5143020;11;38318835;988310088;SEBASTIAO PEREIRA DE SOUZA FILHO;5422;Comidas Congeladas;17/06/2019 - SOFIE;5143020;;R LAUDELINO VIEIRA DE CAMPOS 78;;JD FELICIDADE ZONA OESTE;;;SAO PAULO;SP;BRASIL
1005706791;96.615.315.000.112;CASA DE CARNES RODIAN LTDA ME;BOI BOLADO;AV DOUTOR EDUARDO COTCHING 831;VL FORMOSA VILA FORMOSA;SAO PAULO;SP;3356000;11;26740493;20761040;ANIZIO MARCONI;5422;Comidas Congeladas;17/06/2019 - SOFIE;3356000;;AV DOUTOR EDUARDO COTCHING 831;;VL FORMOSA VILA FORMOSA;;;SAO PAULO;SP;BRASIL
1005706821;96.627.351.000.104;MANZANEDA PAES E DOCES LTDA;MANZANEDA;R MAURO DE ARAUJO RIBEIRO 69;CIDADE D ABRIL;SAO PAULO;SP;5182000;11;39412196;85857625;CLAUDIO ALONSO CARVALHO;5462;Padarias;17/06/2019 - SOFIE;5182000;;R MAURO DE ARAUJO RIBEIRO 69;;CIDADE D ABRIL;;;SAO PAULO;SP;BRASIL
1005726733;4.318.664.000.154;A CASA DA VOVO LTDA ME;A CASA DA VOVO;R ARTUR DE AZEVEDO 284;CERQUEIRA CESAR;SAO PAULO;SP;5404000;11;999352252;999876251;MARIO FRANCISCO ALVES NETO;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;5404000;;R ARTUR DE AZEVEDO 284;;CERQUEIRA CESAR;;;SAO PAULO;SP;BRASIL
1005730765;49.508.682.000.137;PAD CONFEITARIA TRIGO GAUCHO LT;PAD CONF TRIGO GAUCHO;AV JULIO BUONO 2535;VL CONSTANCA VILA CONSTANCA;SAO PAULO;SP;2201003;11;22017238;22017238;JOAO ANTONIO RANCAO;5462;Padarias;17/06/2019 - SOFIE;2201003;;AV JULIO BUONO 2535;;VL CONSTANCA VILA CONSTANCA;;;SAO PAULO;SP;BRASIL
1005736399;71.912.448.000.120;DELIKATESSE IV PAES E DOCES EPP;DELIKATESSE;AV DOUTOR LUIS ARROBAS MARTINS 151;CAPELA DO SOCORRO;SAO PAULO;SP;4781000;11;56819258;56873281;JOSE CRISTIANO DE SIMAS FREITAS;5462;Padarias;17/06/2019 - SOFIE;4781000;;AV DOUTOR LUIS ARROBAS MARTINS 151;;CAPELA DO SOCORRO;;;SAO PAULO;SP;BRASIL
1005751339;43.507.680.000.147;AUTO POSTO ROBIN HOOD LTDA;ALESAT AUTO POSTO HOBIN HOOD;AV.  ORATORIO 2782;PARQUE SAO LUCAS;SAO PAULO;SP;3220100;11;22116230;22116230;BRUNO SOARES GOMES;5541;Postos de Gasolina;17/06/2019 - SOFIE;3220100;;AV.  ORATORIO 2782;;PARQUE SAO LUCAS;;;SAO PAULO;SP;BRASIL
1005753617;61.266.128.000.196;PANIFICADORA NOVA STO ANTONIO LT;PANIF NOVA STO ANTONIO;PC COSMORAMA 2;VL MARIA ALTA VILA MARIA ALTA;SAO PAULO;SP;2127010;11;29543090;0;MARCO ANTONIO DE AZEVEDO;5462;Padarias;17/06/2019 - SOFIE;2127010;;PC COSMORAMA 2;;VL MARIA ALTA VILA MARIA ALTA;;;SAO PAULO;SP;BRASIL
1005762292;796.406.000.122;CASA DE CARNES WETE LTDA ME;CENTER CARNE TO MALUCO;AV ERNESTO SOUZA CRUZ 207;CID A ESTEVAO DE CARVALHO CID ANTONIO ESTEVAO CARV;SAO PAULO;SP;8225380;11;20430314;27435041;FERNANDO AUGUSTO VIDEIRA DA SILV;5422;Comidas Congeladas;17/06/2019 - SOFIE;8225380;;AV ERNESTO SOUZA CRUZ 207;;CID A ESTEVAO DE CARVALHO CID ANTONIO ESTEVAO CARV;;;SAO PAULO;SP;BRASIL
1005771135;55.540.793.000.123;CASA DE CARNES NADIR LTDA ME;BIFE LEGAL;R ENEAS DE BARROS 399;PENHA VILA SANTANA;SAO PAULO;SP;3613000;11;26840461;27910122;MARCELO NOGUEIRA ALENCAR;5422;Comidas Congeladas;17/06/2019 - SOFIE;3613000;;R ENEAS DE BARROS 399;;PENHA VILA SANTANA;;;SAO PAULO;SP;BRASIL
1005779535;61.277.653.000.107;PANIFICADORA SUIL LTDA;PANIFICADORA SUIL;R ANTONIO DE BARROS 1419;VILA CARRAO;SAO PAULO;SP;3401001;11;22948365;0;BENTO DO RIO RUA;5462;Padarias;17/06/2019 - SOFIE;3401001;;R ANTONIO DE BARROS 1419;;VILA CARRAO;;;SAO PAULO;SP;BRASIL
1005821620;61.424.271.000.169;PANIFIC PIONEIRA PINHEIROS LTDA;A PIONEIRA;R DOS MACUNIS 624;VL MADALENA VILA MADALENA;SAO PAULO;SP;5444001;11;30311981;35690837;RAUL DA CRUZ DUARTE;5462;Padarias;17/06/2019 - SOFIE;5444001;;R DOS MACUNIS 624;;VL MADALENA VILA MADALENA;;;SAO PAULO;SP;BRASIL
1005898283;547.002.000.103;MERCADINHO CEIFA LTDA - EPP;MERCADINHO CEIFA;R JOSE VILA BUSQUETS 133;JD DOS ALAMOS;SAO PAULO;SP;4883090;11;59213988;59213988;AGMARIA GONCALVES DE A MACEDO;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;4883090;;R JOSE VILA BUSQUETS 133;;JD DOS ALAMOS;;;SAO PAULO;SP;BRASIL
1005903317;3.394.358.000.134;PONTO QUENTE PAES E DOCES LTDA;PONTO QUENTE PAES E DOCES;AV AGUA FRIA 1520;AGUA FRIA;SAO PAULO;SP;2332001;11;29942974;22612352;BALDOMIRO AMILCAR PREGAL;5462;Padarias;17/06/2019 - SOFIE;2332001;;AV AGUA FRIA 1520;;AGUA FRIA;;;SAO PAULO;SP;BRASIL
1005903503;60.575.040.000.193;PADARIA E CONF JD BRASIL LTDA;PAD CONF JD BRASIL;AV JARDIM JAPAO 1298;ZONA NORTE JARDIM BRASIL;SAO PAULO;SP;2221001;11;22019434;0;ARLINDO DA CONCEICAO COELHO;5462;Padarias;17/06/2019 - SOFIE;2221001;;AV JARDIM JAPAO 1298;;ZONA NORTE JARDIM BRASIL;;;SAO PAULO;SP;BRASIL
1005918527;54.970.470.000.107;IRACEMA BROOKLIN PAES DOCES LTDA;IRACEMA DO BROOKLIN;R NOVA YORK 773;BROOKLIN PAULISTA;SAO PAULO;SP;4560001;11;55424684;55424684;ANDRE LUIZ RELVAS;5462;Padarias;17/06/2019 - SOFIE;4560001;;R NOVA YORK 773;;BROOKLIN PAULISTA;;;SAO PAULO;SP;BRASIL
1005919663;2.828.018.000.101;CCP COMERCIO DE CARNES LTDA;CASA CARNES PAULINHO;R ROSALIO JOSE DA CONCEICAO 121;JD FELICIDADE ZONA OESTE JARDIM FELICIDADE;SAO PAULO;SP;5143060;11;38379841;0;PAULO NEVES ALMEIDA;5422;Comidas Congeladas;17/06/2019 - SOFIE;5143060;;R ROSALIO JOSE DA CONCEICAO 121;;JD FELICIDADE ZONA OESTE JARDIM FELICIDADE;;;SAO PAULO;SP;BRASIL
1005921056;2.109.378.000.153;COMERCIO DE CARNES NEVA LTDA;COMERCIO DE CARNES NEV;R HERBART 47;BOX 106 MERCADO DA ) LAPA;SAO PAULO;SP;5072902;11;36451136;38339346;EMERSON DE LOURENCO VIEIRA;5422;Comidas Congeladas;17/06/2019 - SOFIE;5072902;;R HERBART 47;;BOX 106 LAPA;MERCADO DA LAPA;;SAO PAULO;SP;BRASIL
1005922877;3.715.830.000.193;MARCELO F M PEREIRA MERCEARIA ME;MERCADO HRALA LTDA-ME;R FONTANEZIA 272;JD LAJEADO JARDIM LAJEADO;SAO PAULO;SP;8041770;11;20530314;954476921;MARCELO FABIO H PEREIRA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;8041770;;R FONTANEZIA 272;;JD LAJEADO JARDIM LAJEADO;;;SAO PAULO;SP;BRASIL
1005935332;1.445.847.000.142;COTOVIA GALETOS E MASSAS LTD EPP;A GALETERIA ASSADOS;AV COTOVIA 357;INDIANOPOLIS;SAO PAULO;SP;4517001;11;55424529;55421680;ANTONIO LIMA DA SILVA;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;4517001;;AV COTOVIA 357;;INDIANOPOLIS;;;SAO PAULO;SP;BRASIL
1079906409;4.365.991.000.167;BOUTIQUE DE CARNES EURO LTDA EPP;FILET;R.  BONIFACIO CUBAS 108;VILA ALBERTINA;SAO PAULO;SP;2731000;11;39318957;39318957;CARLOS ROBERTO DE ASSIS LOPES;5422;Comidas Congeladas;17/06/2019 - SOFIE;2731000;;R.  BONIFACIO CUBAS 108;;VILA ALBERTINA;;;SAO PAULO;SP;BRASIL
1005946318;49.470.024.000.101;DOCEIRA JARDIM TREMEMBE LTDA ME;ALPES DOCERIA;AV CORONEL SEZEFREDO FAGUNDES 1763;TUCURUVI;SAO PAULO;SP;2306000;11;22046782;0;ANTONIA MENEGUSSO ALTRAN;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;2306000;;AV CORONEL SEZEFREDO FAGUNDES 1763;;TUCURUVI;;;SAO PAULO;SP;BRASIL
1005969180;43.370.949.000.196;CASA DE CARNES BOLONHA LTDA;CASA DE CARNES BOLONHA;AV BOLONHA 95;JAGUARE;SAO PAULO;SP;5334000;11;37144375;37653020;ANTONIO MOREIRA;5422;Comidas Congeladas;17/06/2019 - SOFIE;5334000;;AV BOLONHA 95;;JAGUARE;;;SAO PAULO;SP;BRASIL
1005976365;60.429.792.000.146;PANIFICADORA BELGA LTDA EPP;PANIFICADORA BELGA;LRG SAO JOSE DO BELEM 105;BELENZINHO;SAO PAULO;SP;3057040;11;26931338;26924995;MOISES INACIO DE MELLO FILHO;5462;Padarias;17/06/2019 - SOFIE;3057040;;LRG SAO JOSE DO BELEM 105;;BELENZINHO;;;SAO PAULO;SP;BRASIL
1005990589;4.272.170.000.186;CENTER CARNES MILLENIUM LTDA ME;CENTER CARNES MILLENIU;R ANTONIO FORTUNATO 1108;B BURGO PAULISTA;SAO PAULO;SP;3681000;11;20432687;64486982;JOSE ANTONIO SANTANA NASCIMENTO;5422;Comidas Congeladas;17/06/2019 - SOFIE;3681000;;R ANTONIO FORTUNATO 1108;;B BURGO PAULISTA;;;SAO PAULO;SP;BRASIL
1005994428;4.253.630.000.129;HOLANDESA MULTI ALIMENTOS LTDA;DOCEIRA HOLANDESA;AV VIEIRA DE CARVALHO 23;REPUBLICA;SAO PAULO;SP;1210010;11;50446982;32231474;INGRID THYSSEN FACTOR;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;1210010;;AV VIEIRA DE CARVALHO 23;;REPUBLICA;;;SAO PAULO;SP;BRASIL
1006006203;69.170.850.000.134;ADRIANA C M A SAMRA MER ME;ADRIANA C M A SAMRA MER ME;R DOS BELGAS 72;MRO DOS INGLESES MORRO DOS INGLESES;SAO PAULO;SP;1329040;11;32844775;32663659;ADRIANA CHALITA M A SAMRA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;1329040;;R DOS BELGAS 72;;MRO DOS INGLESES MORRO DOS INGLESES;;;SAO PAULO;SP;BRASIL
1006009172;2.612.704.000.140;GERALDO DURSO MENDES ME;MERCADO NOVO HORIZONTE;R LUIS DELFINO DOS SANTOS 22;JARDIM DAS ROSAS;SAO PAULO;SP;5893130;11;58213144;58212098;GERALDO DURSO MENDES;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;5893130;;R LUIS DELFINO DOS SANTOS 22;;JARDIM DAS ROSAS;;;SAO PAULO;SP;BRASIL
1006012017;61.276.903.000.194;PANIFICADORA RAINHA DO TATUAPE;RAINHA DO TATUAPE;LRG NOSSA SENHORA DO BOM PARTO 105;VL GOMES CARDIM VILA GOMES CARDIM;SAO PAULO;SP;3322080;11;22953891;998746666;JAILSON DOS SANTOS;5462;Padarias;17/06/2019 - SOFIE;3322080;;LRG NOSSA SENHORA DO BOM PARTO 105;;VL GOMES CARDIM VILA GOMES CARDIM;;;SAO PAULO;SP;BRASIL
1006020753;72.765.100.000.110;VALVAL COM DE CARNES LTDA ME;CENTER CARNES SJT;R ANA CLARA 338;VL MENDES VILA MENDES;SAO PAULO;SP;3257000;11;21432393;77635108;EDENILSON DE FAVERI;5422;Comidas Congeladas;17/06/2019 - SOFIE;3257000;;R ANA CLARA 338;;VL MENDES VILA MENDES;;;SAO PAULO;SP;BRASIL
1006043842;60.591.146.000.180;LANCHONETE NOSSA SENHORA DO ESCA;LANCHONETE NOSSA SENHORA DO ESCA;R SCIPIAO  410;VILA ROMANA;SAO PAULO;SP;5047060;11;36724272;955567179;JOAQUIM SOARES NETO;5462;Padarias;17/06/2019 - SOFIE;5047060;;R SCIPIAO  410;;VILA ROMANA;;;SAO PAULO;SP;BRASIL
1006047180;54.422.753.000.114;DIST PESCADOS SANTA ROSA LTDA;DIST PESCADOS SANTA ROSA;AV GABRIELA MISTRAL 160;PENHA DE FRANCA;SAO PAULO;SP;3701000;11;26420287;26411981;ANTONIO M SANTOS;5422;Comidas Congeladas;17/06/2019 - SOFIE;3701000;;AV GABRIELA MISTRAL 160;;PENHA DE FRANCA;;;SAO PAULO;SP;BRASIL
1006054798;3.224.489.000.173;JANADIR DOS SANTOS SILVA ME;MERCADO FAVORITO;R VITALINA MARIA DE JESUS SCHALCH;N.890 JD. SAO PAULO JARDIM SAO PAULO;SAO PAULO;SP;8490480;11;22854992;22855298;JANADIR DOS SANTOS SILVA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;8490480;;R VITALINA MARIA DE JESUS SCHALCH;;N.890 JD. SAO PAULO JARDIM SAO PAULO;;;SAO PAULO;SP;BRASIL
1006061697;61.392.833.000.130;MERCEARIA LA ROMANA LTDA;LA ROMANA A CASA DIETA;PC DA SE 92;CENTRO SE;SAO PAULO;SP;1001001;11;32420717;31065053;FLAVIA MARTINS FRANCIULLI;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;1001001;;PC DA SE 92;;CENTRO SE;;;SAO PAULO;SP;BRASIL
